City,Zip,Job Description,Member,Unit,Dues,Join Date, Withdrawl Date,Race,Sex,Work Num,Worksite,Age,Employement Duration
MC DAVID,32568,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,101,BRATT ELEMENTARY,61,34
PENSACOLA,32507,4TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/12/2013,,W,F,1241,BLUE ANGELS ELEMENTARY,58,34
JAY,32565,ART TEACHER K-5,Y,EEA,64.87,10/1/1987,,W,M,1261,MOLINO PARK ELEMENTARY,59,34
PENSACOLA,32526,PRESIDENT-EEA,Y,EEA,66.37,12/1/2000,,B,F,9200,HUMAN RESOURCE SERVICES,59,20
PENSACOLA,32526,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,43,17
PENSACOLA,32507,PHYSICAL ED TEACHER 6-8,Y,EEA,64.87,12/8/2009,,W,F,1221,BAILEY MIDDLE,41,23
PENSACOLA,32503,5TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,863,LONGLEAF ELEMENTARY,44,18
PENSACOLA,32526,PHYSICAL ED TEACHER 6-8,N,EEA,0.0,10/12/2001,7/8/2020,W,M,1291,BEULAH MIDDLE,61,35
PENSACOLA,32514,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,Y,EEA,64.87,9/3/2003,,W,F,501,SUTER ELEMENTARY,43,17
SPANISH FORT,36527,R.T.I./M.T.S.S. COORDINATOR,Y,EEA,64.87,7/14/2011,,B,F,951,WASHINGTON HIGH,50,15
PENSACOLA,32514,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,11/21/2003,,A,F,291,FERRY PASS ELEMENTARY,56,21
CANTONMENT,32533,SCIENCE TEACHER   6-8,Y,EEA,64.87,8/31/2010,,B,F,61,BELLVIEW MIDDLE,42,27
PACE,32571,EDUCATION SPECIALIST,N,EEA,0.0,,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,44,21
CANTONMENT,32533,SCIENCE TEACHER   9-12,N,EEA,0.0,1/20/2016,7/22/2020,W,F,521,TATE HIGH,53,16
CANTONMENT,32533,TSA-INSTRUCTIONAL TECHNOLOGY MENTOR,N,EEA,0.0,,,W,F,9125,INFORMATION TECHNOLOGY,58,26
PENSACOLA,32504,MUSIC TEACHER K-5,N,EEA,0.0,4/26/1994,6/30/2013,W,F,1201,LIPSCOMB ELEMENTARY,73,40
PENSACOLA,32504,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,4/22/2015,,B,F,1281,GLOBAL LEARNING ACADEMY,57,16
PENSACOLA,32526,LIBRARIAN/MEDIA SPEC  6-8,Y,EEA,64.87,8/22/2006,,W,F,1221,BAILEY MIDDLE,75,20
PENSACOLA,32504,ESE-ACCESS POINTS TEACHER,N,EEA,0.0,,,W,F,951,WASHINGTON HIGH,64,41
PENSACOLA,32503,ART TEACHER K-5,N,EEA,0.0,,,W,F,191,COOK ELEMENTARY,67,34
PENSACOLA,32534,INSTRUCTIONAL COACH,N,EEA,0.0,,,W,F,9209,MATH/SCIENCE,61,27
PENSACOLA,32503,FAMILY/CONSUMER SCIENCE TEACHER-VOC,N,EEA,0.0,,,W,F,521,TATE HIGH,54,15
PENSACOLA,32505,CURRICULUM COORDINATOR K-5,Y,EEA,64.87,8/13/2007,,B,F,381,NAVY POINT ELEMENTARY,38,24
PACE,32571,DRIVERS ED TEACHER   9-12,N,EEA,0.0,,,W,M,411,PENSACOLA HIGH,60,30
PENSACOLA,32503,LANGUAGE ARTS TEACHER    9-12,N,EEA,0.0,,,W,M,1251,WEST FLORIDA TECH HIGH,51,26
PENSACOLA,32507,5TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,,,W,F,21,CARO ELEMENTARY,47,23
CANTONMENT,32533,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,921,MCARTHUR ELEMENTARY,56,30
PENSACOLA,32506,ROTC INSTR - NAVY,Y,EEA,64.87,8/12/2003,,B,M,862,PINE FOREST HIGH,65,17
PENSACOLA,32504,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,Y,EEA,66.37,9/9/2003,,W,F,1291,BEULAH MIDDLE,41,17
PENSACOLA,32506,PRE-K TEACHER-SELF CONTAINED,Y,EEA,64.87,8/18/1998,,W,F,1281,GLOBAL LEARNING ACADEMY,52,23
PENSACOLA,32506,ISS/ILR TEACHER 9-12,Y,EEA,64.87,9/22/1998,,B,M,862,PINE FOREST HIGH,67,22
PENSACOLA,32504,MATHEMATICS TEACHER   6-8,Y,EEA,64.87,8/6/2003,,W,F,301,FERRY PASS MIDDLE,55,17
PENSACOLA,32506,ESE-HEARING IMPAIRED TEACHER,Y,EEA,64.87,8/19/1994,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,61,26
PENSACOLA,32506,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,461,SCENIC HEIGHTS ELEMENTARY,59,20
PENSACOLA,32504,MUSIC TEACHER K-5,Y,EEA,64.87,7/12/2011,,W,F,471,SEMMES ELEMENTARY,57,17
MILTON,32583,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/8/2020,,B,F,581,WEST PENSACOLA ELEMENTARY,54,28
PACE,32571,ART TEACHER K-5,Y,EEA,64.87,,,W,F,921,MCARTHUR ELEMENTARY,43,26
PENSACOLA,32514,TESTING COORDINATOR,Y,EEA,64.87,9/12/2006,,B,M,411,PENSACOLA HIGH,47,15
PENSACOLA,32503,EDUCATION SPECIALIST,Y,EEA,64.87,10/17/2011,,W,M,9360,EXCEPTIONAL STUDENT ED-WK LOC,59,27
CANTONMENT,32533,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,5/15/2018,,B,F,863,LONGLEAF ELEMENTARY,49,27
PENSACOLA,32506,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/6/1999,,B,F,471,SEMMES ELEMENTARY,66,29
CANTONMENT,32533,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,10/11/2019,,W,F,21,CARO ELEMENTARY,51,27
PACE,32571,DRIVERS ED TEACHER   9-12,Y,EEA,64.87,11/1/2012,,W,M,521,TATE HIGH,52,27
PENSACOLA,32526,4TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,8/9/2001,9/30/2012,W,F,941,BEULAH ELEMENTARY,56,21
BAY MINETTE,36507,AGRICULTURE TEACHER 6-8,Y,EEA,64.87,7/24/2014,,W,F,541,ERNEST WARD MIDDLE,67,15
CANTONMENT,32533,CONSULTING TEACHER,Y,EEA,64.87,7/29/2016,,W,F,9207,START/PROFESSIONAL LEARNING,42,19
CANTONMENT,32533,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,F,1201,LIPSCOMB ELEMENTARY,38,15
PENSACOLA,32504,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,61,BELLVIEW MIDDLE,48,22
PENSACOLA,32506,EDUCATION SPECIALIST,Y,EEA,64.87,8/17/2006,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,43,24
PENSACOLA,32504,SCIENCE TEACHER   6-8,Y,EEA,64.87,8/17/2010,,W,M,301,FERRY PASS MIDDLE,67,20
PENSACOLA,32526,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/24/2004,,B,F,471,SEMMES ELEMENTARY,45,18
PENSACOLA,32507,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,1/3/2006,,W,F,371,MYRTLE GROVE ELEMENTARY,57,19
PENSACOLA,32514,SCHOOL COUNSELOR  6-8,N,EEA,0.0,,,W,F,301,FERRY PASS MIDDLE,48,19
PENSACOLA,32503,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/28/1996,,B,F,602,HOLM ELEMENTARY,63,25
PENSACOLA,32506,REMEDIAL ED TEACHER   6-8,Y,EEA,66.37,8/9/2004,,B,F,61,BELLVIEW MIDDLE,66,16
GULF BREEZE,32561,TSA-ESOL,N,EEA,0.0,,,W,F,9315,CONTINUOUS IMP & SCHOOL CHOICE,62,37
PENSACOLA,32503,ART TEACHER K-5,Y,EEA,64.87,11/1/2019,,W,F,361,MONTCLAIR ELEMENTARY,49,20
PENSACOLA,32514,PHYSICAL ED TEACHER 9-12,Y,EEA,64.87,7/18/2003,,W,F,521,TATE HIGH,57,31
PENSACOLA,32507,4TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,I,F,21,CARO ELEMENTARY,49,27
PENSACOLA,32514,ESE-VE SELF-CONTAINED TEACHER,Y,EEA,64.87,3/20/2000,,W,F,291,FERRY PASS ELEMENTARY,64,32
PENSACOLA,32503,CHILD FIND SPECIALIST,Y,EEA,66.37,1/24/1997,,W,F,9370,F.D.L.R.S.,60,37
PENSACOLA,32526,BAND DIRECTOR    9-12,Y,EEA,64.87,3/17/2004,,B,M,951,WASHINGTON HIGH,45,26
CANTONMENT,32533,MATHEMATICS TEACHER   6-8,N,EEA,0.0,,,W,M,221,RANSOM MIDDLE,59,19
PENSACOLA,32534,ESE-BEHAVIOR COACH,Y,EEA,64.87,9/20/2007,,A,F,231,CORDOVA PARK ELEMENTARY,47,18
PACE,32571,DRIVERS ED TEACHER   9-12,N,EEA,0.0,,,W,M,281,ESCAMBIA HIGH,60,32
PENSACOLA,32506,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,M,371,MYRTLE GROVE ELEMENTARY,58,15
PENSACOLA,32506,ART TEACHER 6-8,Y,EEA,64.87,12/8/2009,,W,F,1221,BAILEY MIDDLE,48,15
PENSACOLA,32506,ESE PK-VE SELF-CONTAINED TEACHER,Y,EEA,64.87,3/19/2018,,W,F,551,WARRINGTON ELEMENTARY,53,15
PENSACOLA,32507,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,8/31/2010,10/14/2020,W,F,866,SUCCESS ACADEMY,61,15
PENSACOLA,32507,ESE-BEHAVIOR COACH,N,EEA,0.0,10/27/2014,6/30/2015,B,F,922,ESCAMBIA WESTGATE CENTER,47,15
PENSACOLA,32514,SCIENCE TEACHER   6-8,Y,EEA,64.87,8/28/2014,,W,M,601,WORKMAN MIDDLE,63,15
PENSACOLA,32514,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,F,231,CORDOVA PARK ELEMENTARY,37,15
PENSACOLA,32514,SCIENCE TEACHER   9-12,N,EEA,0.0,,,W,F,411,PENSACOLA HIGH,53,15
PENSACOLA,32503,ESE-ACCESS POINTS TEACHER,N,EEA,0.0,8/25/2009,,W,F,922,ESCAMBIA WESTGATE CENTER,52,15
CANTONMENT,32533,SOCIAL STUDIES TEACHER   9-12,N,EEA,0.0,,,W,F,521,TATE HIGH,35,15
CENTURY,32535,FAMILY/CONSUMER SCIENCE TEACHER-VOC,N,EEA,0.0,,,W,F,1231,NORTHVIEW HIGH,38,15
CANTONMENT,32533,ESE PK-VE SELF-CONTAINED TEACHER,Y,EEA,64.87,8/22/2007,,W,F,1261,MOLINO PARK ELEMENTARY,36,15
CANTONMENT,32533,TECHNOLOGY COORDINATOR,Y,EEA,64.87,2/3/2014,,W,F,521,TATE HIGH,40,15
PENSACOLA,32526,1ST GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/17/2006,,B,F,863,LONGLEAF ELEMENTARY,44,15
CANTONMENT,32533,SCIENCE TEACHER   6-8,Y,EEA,64.87,10/9/2009,,B,F,671,BROWN-BARGE MIDDLE,38,15
PENSACOLA,32504,SCHOOL COUNSELOR  6-8,Y,EEA,64.87,12/8/2015,,W,F,221,RANSOM MIDDLE,43,15
CANTONMENT,32533,5TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/2/2020,,W,F,441,PINE MEADOW ELEMENTARY,36,15
PENSACOLA,32506,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,8/14/2006,,W,F,391,OAKCREST ELEMENTARY,62,15
PENSACOLA,32526,VIRTUAL LAB TEACHER-SCIENCE 9-12,Y,EEA,64.87,8/9/2004,,W,F,862,PINE FOREST HIGH,65,17
PENSACOLA,32514,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,,,W,M,231,CORDOVA PARK ELEMENTARY,58,15
CANTONMENT,32533,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,461,SCENIC HEIGHTS ELEMENTARY,35,15
PENSACOLA,32506,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,371,MYRTLE GROVE ELEMENTARY,48,15
PENSACOLA,32504,ESE PK-VE SELF-CONTAINED TEACHER,Y,EEA,64.87,9/20/1996,,W,F,391,OAKCREST ELEMENTARY,54,30
PENSACOLA,32514,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/22/1996,,W,F,271,ENSLEY ELEMENTARY,56,25
PENSACOLA,32507,ESE-BEHAVIOR COACH,Y,EEA,64.87,8/13/1997,,B,F,61,BELLVIEW MIDDLE,59,23
CANTONMENT,32533,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,F,441,PINE MEADOW ELEMENTARY,36,15
PENSACOLA,32504,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,Y,EEA,64.87,8/9/2006,,W,F,441,PINE MEADOW ELEMENTARY,60,34
PENSACOLA,32506,INSTRUCTIONAL COACH,N,EEA,0.0,,,B,F,61,BELLVIEW MIDDLE,37,15
GULF BREEZE,32563,RESOURCE TEACHER,Y,EEA,64.87,8/11/2006,,W,F,9374,TITLE I,60,15
PENSACOLA,32526,ART TEACHER K-5,N,EEA,0.0,,,W,F,101,BRATT ELEMENTARY,46,15
CANTONMENT,32533,ESE-VISUALLY IMPAIRED TEACHER,N,EEA,0.0,,,W,M,9360,EXCEPTIONAL STUDENT ED-WK LOC,44,20
PENSACOLA,32526,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,52,25
PENSACOLA,32504,SCHOOL COUNSELOR  K-5,Y,EEA,64.87,11/22/2006,,B,F,771,LINCOLN PARK ELEMENTARY,46,14
PENSACOLA,32507,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,2/15/2011,,B,F,863,LONGLEAF ELEMENTARY,41,14
MOLINO,32577,5TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,7/14/2011,,W,M,31,JIM ALLEN ELEMENTARY,40,14
MILTON,32583,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,8/22/2006,,W,F,1251,WEST FLORIDA TECH HIGH,37,14
PENSACOLA,32534,LANGUAGE ARTS TEACHER   6-8,N,EEA,0.0,,,B,F,61,BELLVIEW MIDDLE,49,14
PENSACOLA,32514,LANGUAGE ARTS TEACHER    9-12,Y,EEA,64.87,8/11/2006,,W,F,1251,WEST FLORIDA TECH HIGH,61,14
CANTONMENT,32533,SCIENCE TEACHER   6-8,Y,EEA,64.87,8/11/2006,,W,M,221,RANSOM MIDDLE,46,14
PENSACOLA,32503,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,3/5/2019,,W,F,1281,GLOBAL LEARNING ACADEMY,56,14
PENSACOLA,32501,ESE PK-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,8/17/2006,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,58,14
LILLIAN,36549,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,,,W,F,1241,BLUE ANGELS ELEMENTARY,68,14
PENSACOLA,32507,SCHOOL COUNSELOR  K-5,N,EEA,0.0,,,A,F,21,CARO ELEMENTARY,46,14
PENSACOLA,32506,SOCIAL STUDIES TEACHER   6-8,N,EEA,0.0,,,B,F,561,WARRINGTON MIDDLE,41,14
PENSACOLA,32526,ENGINEERING TEACHER-VOC,Y,EEA,64.87,8/9/2006,,W,M,281,ESCAMBIA HIGH,42,14
CANTONMENT,32533,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,Y,EEA,64.87,8/9/2006,,W,F,441,PINE MEADOW ELEMENTARY,40,14
MILTON,32570,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,B,F,1281,GLOBAL LEARNING ACADEMY,43,14
PENSACOLA,32503,SCIENCE TEACHER   6-8,Y,EEA,64.87,7/14/2011,,B,F,61,BELLVIEW MIDDLE,65,14
MILTON,32570,MATHEMATICS TEACHER   6-8,Y,EEA,64.87,10/2/2014,,W,F,301,FERRY PASS MIDDLE,50,14
CANTONMENT,32533,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,231,CORDOVA PARK ELEMENTARY,40,14
PENSACOLA,32507,SCHOOL COUNSELOR  K-5,N,EEA,0.0,,,W,M,1241,BLUE ANGELS ELEMENTARY,50,14
PENSACOLA,32504,MULTI-GRADE TEACHER   K-5,N,EEA,0.0,,,B,F,771,LINCOLN PARK ELEMENTARY,49,14
PENSACOLA,32534,SOCIAL STUDIES TEACHER   9-12,N,EEA,0.0,,,W,M,1231,NORTHVIEW HIGH,50,14
PENSACOLA,32514,SCIENCE TEACHER   9-12,N,EEA,0.0,,,W,F,951,WASHINGTON HIGH,38,14
PENSACOLA,32514,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,9/25/2006,,W,F,1201,LIPSCOMB ELEMENTARY,46,14
CANTONMENT,32533,MATHEMATICS TEACHER   9-12,Y,EEA,64.87,11/17/2009,,W,F,521,TATE HIGH,52,14
MILTON,32583,SCHOOL COUNSELOR  K-5,Y,EEA,64.87,9/12/2006,,W,F,501,SUTER ELEMENTARY,49,14
WALNUT HILL,32568,CONSULTING TEACHER,N,EEA,0.0,,,W,F,9207,START/PROFESSIONAL LEARNING,41,14
PENSACOLA,32514,DEAN   9-12,Y,EEA,64.87,9/14/2010,,B,F,862,PINE FOREST HIGH,38,14
PENSACOLA,32507,ENGINEERING TEACHER-VOC,Y,EEA,64.87,8/19/2006,,W,F,1251,WEST FLORIDA TECH HIGH,59,14
PENSACOLA,32526,REMEDIAL ED TEACHER   6-8,Y,EEA,64.87,8/17/2010,,B,M,301,FERRY PASS MIDDLE,37,14
PENSACOLA,32534,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1201,LIPSCOMB ELEMENTARY,54,14
PENSACOLA,32506,HEALTH OCCUPATIONS TEACHER-VOC,Y,EEA,66.37,9/13/2006,,W,F,951,WASHINGTON HIGH,61,14
PENSACOLA,32514,SOCIAL STUDIES TEACHER   6-8,Y,EEA,64.87,8/22/2006,,B,M,601,WORKMAN MIDDLE,59,14
PENSACOLA,32504,SOCIAL STUDIES TEACHER   9-12,N,EEA,0.0,,,W,M,862,PINE FOREST HIGH,44,14
GULF BREEZE,32563,ART TEACHER K-5,Y,EEA,64.87,9/18/2017,,W,F,1311,KINGSFIELD ELEMENTARY,38,14
PENSACOLA,32526,TECHNOLOGY COORDINATOR,Y,EEA,66.37,8/22/2006,,W,M,291,FERRY PASS ELEMENTARY,48,14
CANTONMENT,32533,ART TEACHER 9-12,Y,EEA,64.87,10/5/2017,,W,F,521,TATE HIGH,37,14
PENSACOLA,32503,SOCIAL STUDIES TEACHER   6-8,N,EEA,0.0,10/30/2007,3/24/2018,W,F,7004,VIRTUAL SCHOOL,49,14
PENSACOLA,32507,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,5/9/2002,,W,F,1241,BLUE ANGELS ELEMENTARY,49,27
PENSACOLA,32534,5TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,M,441,PINE MEADOW ELEMENTARY,43,14
PENSACOLA,32514,MATHEMATICS TEACHER   9-12,N,EEA,0.0,,,W,M,1251,WEST FLORIDA TECH HIGH,60,14
PENSACOLA,32504,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,8/30/2013,11/30/2019,W,F,1241,BLUE ANGELS ELEMENTARY,51,14
PENSACOLA,32506,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,10/14/2019,,W,F,441,PINE MEADOW ELEMENTARY,37,14
PENSACOLA,32506,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,10/7/2010,,W,F,1221,BAILEY MIDDLE,54,14
PENSACOLA,32507,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,,,W,F,191,COOK ELEMENTARY,48,14
PENSACOLA,32506,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,9/14/2010,,B,F,441,PINE MEADOW ELEMENTARY,60,14
PENSACOLA,32503,ART TEACHER 9-12,Y,EEA,64.87,8/10/2005,,W,F,951,WASHINGTON HIGH,45,15
CENTURY,32535,BUSINESS ED TEACHER-VOC,N,EEA,0.0,,,W,F,1231,NORTHVIEW HIGH,37,14
PENSACOLA,32507,SOCIAL STUDIES TEACHER   6-8,N,EEA,0.0,,,W,F,221,RANSOM MIDDLE,42,16
PENSACOLA,32504,ART TEACHER K-5,Y,EEA,64.87,7/12/2011,,W,F,441,PINE MEADOW ELEMENTARY,37,14
PENSACOLA,32514,MATHEMATICS TEACHER   9-12,Y,EEA,64.87,9/8/2009,,W,M,9304,DROPOUT PREVENTION PROG,54,17
PACE,32571,CRIMINAL JUSTICE TEACHER-VOC,Y,EEA,64.87,7/10/2020,,W,M,281,ESCAMBIA HIGH,52,14
PENSACOLA,32534,TSA-MATHEMATICS,Y,EEA,64.87,9/22/2006,,W,F,9209,MATH/SCIENCE,44,14
CENTURY,32535,MUSIC TEACHER K-5,N,EEA,0.0,,,W,F,101,BRATT ELEMENTARY,47,14
PENSACOLA,32505,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,9/22/2015,,W,F,572,WEIS ELEMENTARY,48,14
PENSACOLA,32504,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,B,F,1281,GLOBAL LEARNING ACADEMY,40,9
PENSACOLA,32514,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,2/7/2007,,W,F,461,SCENIC HEIGHTS ELEMENTARY,37,14
PENSACOLA,32526,DEAN   9-12,N,EEA,0.0,,,B,M,862,PINE FOREST HIGH,45,13
PENSACOLA,32514,PRE-K TEACHER-SELF CONTAINED,Y,EEA,64.87,,,B,F,572,WEIS ELEMENTARY,37,12
PENSACOLA,32504,TSA-READING,N,EEA,0.0,,,W,F,9208,LANGUAGE ARTS/READING,53,24
GULF BREEZE,32561,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/14/2008,,W,F,501,SUTER ELEMENTARY,37,14
PENSACOLA,32504,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,11/13/2015,,W,F,191,COOK ELEMENTARY,39,14
PENSACOLA,32514,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,8/28/2007,,W,F,301,FERRY PASS MIDDLE,38,14
PENSACOLA,32526,PHYSICAL ED TEACHER K-5,N,EEA,0.0,,,W,M,111,BRENTWOOD ELEMENTARY,56,14
PENSACOLA,32506,ESE-ADULT PROGRAM TEACHER,N,EEA,0.0,,,H,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,44,14
MILTON,32571,PHYSICAL ED TEACHER K-5,N,EEA,0.0,,,W,M,361,MONTCLAIR ELEMENTARY,41,12
PENSACOLA,32526,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,,,W,F,1311,KINGSFIELD ELEMENTARY,36,14
PENSACOLA,32514,MUSIC TEACHER K-5,Y,EEA,64.87,2/1/2018,,W,F,941,BEULAH ELEMENTARY,51,14
PENSACOLA,32514,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,Y,EEA,64.87,8/22/2007,,W,F,461,SCENIC HEIGHTS ELEMENTARY,55,14
MILTON,32583,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,2/14/2012,,W,M,51,BELLVIEW ELEMENTARY,34,14
CANTONMENT,32533,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,,,W,F,1261,MOLINO PARK ELEMENTARY,36,14
ATMORE,36502,FAMILY/CONSUMER SCIENCE TEACHER 6-8,N,EEA,0.0,3/13/2018,3/18/2020,W,F,541,ERNEST WARD MIDDLE,43,14
PENSACOLA,32503,PHYSICAL ED TEACHER K-5,N,EEA,0.0,11/27/2007,,W,F,501,SUTER ELEMENTARY,36,14
PENSACOLA,32514,LANGUAGE ARTS TEACHER    9-12,Y,EEA,64.87,8/28/2007,,W,F,521,TATE HIGH,40,14
PENSACOLA,32514,SCIENCE TEACHER   9-12,Y,EEA,64.87,5/7/2015,,W,F,951,WASHINGTON HIGH,63,14
PENSACOLA,32503,PHYSICAL ED TEACHER K-5,Y,EEA,64.87,8/18/2010,,W,F,1311,KINGSFIELD ELEMENTARY,37,14
GULF BREEZE,32563,MATHEMATICS TEACHER   9-12,N,EEA,0.0,,,W,M,951,WASHINGTON HIGH,57,14
CANTONMENT,32533,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,8/18/1993,,B,F,111,BRENTWOOD ELEMENTARY,60,27
GULF BREEZE,32563,CURRICULUM COORDINATOR K-5,N,EEA,0.0,,,W,F,111,BRENTWOOD ELEMENTARY,59,14
PENSACOLA,32506,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,21,CARO ELEMENTARY,44,14
CANTONMENT,32533,HVAC TEACHER-VOC,N,EEA,0.0,,,W,M,861,GEORGE STONE TECHNICAL COLLEGE,68,23
PENSACOLA,32534,ESE-HEARING IMPAIRED TEACHER,Y,EEA,64.87,8/28/2007,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,37,14
CENTURY,32535,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,101,BRATT ELEMENTARY,62,14
PENSACOLA,32503,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,F,501,SUTER ELEMENTARY,37,14
JAY,32565,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,F,101,BRATT ELEMENTARY,30,14
MILTON,32583,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,10/31/2012,,W,F,1241,BLUE ANGELS ELEMENTARY,46,8
CANTONMENT,32533,ESE-O.J.T. COORDINATOR,N,EEA,0.0,,,W,F,922,ESCAMBIA WESTGATE CENTER,57,14
MOLINO,32577,4TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/14/2008,,W,F,1261,MOLINO PARK ELEMENTARY,42,14
PENSACOLA,32504,SCHOOL COUNSELOR  K-5,Y,EEA,64.87,8/13/2008,,B,F,361,MONTCLAIR ELEMENTARY,39,14
PENSACOLA,32534,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,65,14
PENSACOLA,32507,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,,,W,F,111,BRENTWOOD ELEMENTARY,47,14
PENSACOLA,32534,SCIENCE TEACHER   6-8,N,EEA,0.0,,,A,F,221,RANSOM MIDDLE,55,32
PENSACOLA,32507,4TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/14/2008,,W,F,451,PLEASANT GROVE ELEMENTARY,38,14
PENSACOLA,32504,FOREIGN LANGUAGE TEACHER  9-12,Y,EEA,64.87,8/28/2007,,H,M,1251,WEST FLORIDA TECH HIGH,52,14
PENSACOLA,32502,SOCIAL STUDIES TEACHER   6-8,N,EEA,0.0,,,W,F,221,RANSOM MIDDLE,53,14
MOLINO,32577,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,,,W,F,1261,MOLINO PARK ELEMENTARY,35,14
PENSACOLA,32504,SOCIAL STUDIES TEACHER   9-12,Y,EEA,64.87,8/22/2007,,B,M,281,ESCAMBIA HIGH,38,14
